Unnamed: 0,movie_id,title,tags
1912,10074,Hot Rod,"For Rod Kimball, performing stunts is a way of life, even though he is rather accident-prone. Poor Rod cannot even get any respect from his stepfather, Frank, who beats him up in weekly sparring matches. When Frank falls ill, Rod devises his most outrageous stunt yet to raise money for Frank's operation -- and then Rod will kick Frank's butt. stuntman stepfather swimmingpool aftercreditsstinger AndySamberg IslaFisher BillHader AkivaSchaffer"
3623,9900,Grandma's Boy,"Even though he's 35, Alex acts more like he's 13, spending his days as the world's oldest video game tester and his evenings developing the next big Xbox game. But he gets kicked out of his apartment and is forced to move in with his grandmother. videogame grandmothergrandsonrelationship manchild stoner gametester LindaCardellini AllenCovert PeterDante NicholausGoossen"
2686,12158,Vampire in Brooklyn,"Maximillian, the lone survivor of a race of vampires, comes to Brooklyn in search of a way to live past the next full moon. His ticket to survival is Rita, a NYPD detective who doesn't know she's half vampire -- and Maximillian will do whatever's necessary to put her under his spell. vampire halfvampire EddieMurphy AngelaBassett AllenPayne WesCraven"
835,58224,Mr. Popper's Penguins,"Jim Carrey stars as Tom Popper, a successful businessman who’s clueless when it comes to the really important things in life...until he inherits six “adorable” penguins, each with its own unique personality. Soon Tom’s rambunctious roommates turn his swank New York apartment into a snowy winter wonderland — and the rest of his world upside-down. taxi restaurant zoo penguin exhusband littleboy zookeeper doorman ride birdhatching aftercreditsstinger duringcreditsstinger JimCarrey CarlaGugino MadelineCarroll MarkWaters"
358,10865,Atlantis: The Lost Empire,"The world's most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea. sea atlantis animation underwater seamonster MichaelJ.Fox CoreyBurton ClaudiaChristian GaryTrousdale"
4182,62677,Songcatcher,"After being denied a promotion at the university where she teaches, Doctor Lily Penleric, a brilliant musicologist, impulsively visits her sister, who runs a struggling rural school in Appalachia. There she stumbles upon the discovery of her life - a treasure trove of ancient Scots-Irish ballads, songs that have been handed down from generation to generation, preserved intact by the seclusion of the mountains. With the goal of securing her promotion, Lily ventures into the most isolated areas of the mountains to collect the songs and finds herself increasingly enchanted. musical independentfilm womandirector JanetMcTeer MichaelDavis MichaelGoodwin MaggieGreenwald"
299,414,Batman Forever,"The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face believes Batman caused the courtroom accident which left him disfigured on one side. And Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin. riddle dccomics rose gothamcity partner superhero robin brokenneck psychologist violence criminal districtattorney millionaire fallingdownstairs tiedup tommygun beretta knockedout superpowers disfigurement fatherfigure ValKilmer TommyLeeJones JimCarrey JoelSchumacher"
1003,10796,The One,A sheriff's deputy fights an alternate universe version of himself who grows stronger with each alternate self he kills. dualidentity JetLi JasonStatham CarlaGugino JamesWong
382,4464,Seabiscuit,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation. horserace americandream racehorse greatdepression JeffBridges DavidMcCullough ChrisCooper GaryRoss
941,300671,13 Hours: The Secret Soldiers of Benghazi,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos. basedonnovel assaultrifle mercenary libya biography basedontruestory heroism explosion americanabroad death 21stcentury ciaagent u.s.ambassador JamesBadgeDale JohnKrasinski MaxMartini MichaelBay
2104,65057,The Descendants,"With his wife Elizabeth on life support after a boating accident, Hawaiian land baron, Matt King takes his daughters on a trip from Oahu to Kauai to confront the young real estate broker, who was having an affair with Elizabeth before her misfortune. hawaii father-in-law daughter cheatingwife beachhouse boatingaccident estate dyingmother beautifulgirl teenagedaughter trustee trustfund wildgirl wildchild realtor GeorgeClooney ShaileneWoodley AmaraMiller AlexanderPayne"
761,13389,Righteous Kill,"Two veteran New York City detectives work to identify the possible connection between a recent murder and a case they believe they solved years ago; is there a serial killer on the loose, and did they perhaps put the wrong person behind bars? revenge murder plottwist dirtycop RobertDeNiro CarlaGugino 50Cent JonAvnet"
2290,385383,Fight Valley,"When Tory Coro turns up dead, the neighborhood turns up silent. Rumor has it she became yet another victim of the small town known as FIGHT VALLEY. Tory's sister Windsor moves to town to begin her own investigation on her sister's mysterious death after weeks of no leads from the police. She's quick to learn that Tory fought for money to make ends meet. If girl-next-door Windsor is going to make her way into FIGHT VALLEY to find the truth about Tory, she's going to have to fight her way in. ""Jabs"" (Miesha Tate) swore she would never throw a punch in the Valley again. Jabs now finds herself training Windsor to survive the painful, unexpected path she's about to take. Every corner. Every alley. Every doorway. She must follow the last footsteps of her sister in order to come face-to-face with Tory's killer in FIGHT VALLEY. newjersey martialarts sister sport murder mixedmartialarts justice undergroundfighting gym ultimatefightingchampionship ErinO'Brien MieshaTate HollyHolm RobHawk"
2389,8408,Day of the Dead,"The final chapter of George A. Romero's ""Dead Trilogy"". In an underground government installation they are searching for a cure to overcome this strange transformation into zombies. Unfortunately, the zombies from above ground have made their way into the bunker. florida insanity disembodiedhead zombie disembowelment horrormovieremade livingdead zombieapocalypse LoriCardille TerryAlexander JosephPilato GeorgeA.Romero"
1867,10735,What a Girl Wants,"An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable. londonengland england daughter politician teenagegirl fatherdaughterrelationship americanabroad teencomedy womandirector AmandaBynes ColinFirth KellyPreston DennieGordon"
1842,77877,The Lucky One,"U.S. Marine Sergeant Logan Thibault returns from his third tour of duty in Iraq, with the one thing he credits with keeping him alive-a photograph he found of a woman he doesn't even know. Learning her name is Beth and where she lives, he shows up at her door, and ends up taking a job at her family-run local kennel. Despite her initial mistrust and the complications in her life, a romance develops between them, giving Logan hope that Beth could be much more than his good luck charm. basedonnovel wifehusbandrelationship photo kennel playingchess bombexplosion iraqveteran ZacEfron BlytheDanner TaylorSchilling ScottHicks"
4619,8942,Wendy and Lucy,"Wendy, a near-penniless drifter, is traveling to Alaska in search of work, and her only companion is her dog, Lucy. Already perilously close to losing everything, Wendy hits a bigger bump in the road when her old car breaks down and she is arrested for shoplifting dog food. When she posts bail and returns to retrieve Lucy, she finds that the dog is gone, prompting a frantic search for her pet. usa friendship survival scar family womandirector journey mysteriouspast MichelleWilliams WillPatton WillOldham KellyReichardt"
1874,11237,Anacondas: The Hunt for the Blood Orchid,"The blood orchid - A rare flower that holds the secret of eternal life and a fortune to the pharmaceutical company that finds it. Led by a two-fisted soldier of fortune, a scientific expedition is sent deep into the jungles of Borneo to locate and bring back samples of the legendary plant. Battling their way upriver, the explorers brave poisonous insects, ferocious crocodiles and savage headhunters, unaware they're being stalked by an even greater danger: a nest of giant anacondas, voracious, fifty-foot-long flesh-eaters who'll stop at nothing to protect their breeding ground, the blood orchid's home. snake expedition traitor research orchid jungle animalhorror JohnnyMessner KaDeeStrickland MatthewMarsden DwightH.Little"
1402,34806,The Back-Up Plan,"When Zoe tires of looking for Mr. Right, she decides to have a baby on her own. But on the day she's artificially inseminated, she meets Stan, who seems to be just who she's been searching for all her life. Now, Zoe has to figure out how to make her two life's dreams fit with each other. kiss spermbank romanticcomedy malefemalerelationship doctor pregnancy singlemother artificialinsemination motherhood duringcreditsstinger JenniferLopez AlexO'Loughlin DanneelAckles AlanPoul"
1807,2779,The Curse of the Jade Scorpion,"CW Briggs is a veteran insurance investigator, with many successes. Betty Ann Fitzgerald is a new employee in the company he works for, with the task of reorganizing the office. They don't like each other - or at least that's what they think. During a night out with the rest of the office employees, they go to watch Voltan, a magician who secretly hypnotizes both of them. hypnosis independentfilm DanAykroyd HelenHunt WoodyAllen WoodyAllen"
3522,89861,Stiff Upper Lips,"Stiff Upper Lips is a broad parody of British period films, especially the lavish Merchant-Ivory productions of the 'eighties and early 'nineties. Although it specifically targets A Room with a View, Chariots of Fire, Maurice, A Passage to India, and many other films, in a more general way Stiff Upper Lips satirises popular perceptions of certain Edwardian traits: propriety, sexual repression, xenophobia, and class snobbery. italy victorianengland youngwoman GeorginaCates PeterUstinov PrunellaScales GarySinyor"
4218,298584,Cabin Fever,"In this grisly remake of the 2002 horror hit, five college chums rent an isolated woodland cabin for a party. But their fun quickly ends when the group is exposed to a hideous flesh-eating virus, and survival becomes the name of the game. vacation remake woods burnedalive murder gore marijuana blood teenager cabininthewoods disease dog flesheating virus MatthewDaddario SamuelDavis DustinIngram TravisZariwny"
4114,57120,Meek's Cutoff,"Set in 1845, this drama follows a group of settlers as they embark on a punishing journey along the Oregon Trail. When their guide leads them astray, the expedition is forced to contend with the unforgiving conditions of the high plain desert. gold oregon thirst tree settler familyrelationships nativeamerican saltlakecity pioneer womandirector MichelleWilliams BruceGreenwood WillPatton KellyReichardt"
1188,296098,Bridge of Spies,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court. spy cia coldwar sovietunion pilot lawyer american TomHanks MarkRylance AmyRyan StevenSpielberg"
4731,34101,Hollywood Shuffle,"Aspiring actor and hot-dog stand employee Bobby Taylor catches the ire of his grandmother for auditioning for a role in the regrettably titled exploitation film ""Jivetime Jimmy's Revenge."" When Tinseltown Studios casts Taylor in the title role, he has a series of conflicted dreams satirizing African-American stereotypes in Hollywood, and must reconcile his career goals with his desire to remain a positive role model for his little brother. blackpeople ethnicstereotype RobertTownsend CraigusR.Johnson HelenMartin RobertTownsend"
1800,62838,New Year's Eve,The lives of several couples and singles in New York intertwine over the course of New Year's Eve. newyear'seve illustrator caterer pedicab ticket videoconferencing multiplestorylines duringcreditsstinger RobertDeNiro KatherineHeigl AshtonKutcher GarryMarshall
3604,24913,April Fool's Day,"A group of eight college friends gather together at an island mansion belonging to heiress Muffy St. John to celebrate their final year of school. They soon discover that each has a hidden secret from their past which is revealed, and soon after, they turn up dead. island party murder teenmovie slasher aprilfool'sday holidayhorror canuxploitation eliminationderby collegefriends DeborahForeman ThomasF.Wilson LloydBerry FredWalton"
3872,11129,Human Traffic,"All that exists now is clubs, drugs, pubs and parties. I've got 48 hours off from the world, man I'm gonna blow steam out of my head like a screaming kettle. I'm gonna talk cods hit to strangers all night. I'm gonna lose the plot on the dance floor, the free radicals inside me are freaking man! Tonight I'm Jip Travolta, I'm Peter Popper, I'm going to Never Never Land with my chosen family, man. We're going to get more spaced out than Neil Armstrong ever did. Anything could happen tonight, you know? This could be the best night of my life! I've got 73 quid in my back burner. I'm gonna wax the lot, man. The milky bars are on me! Yeah! sex salesclerk fastfoodrestaurant boredom relationshipproblems party relationship drug alcoholabuse fashion groupoffriends JohnSimm DannyDyer LorrainePilkington JustinKerrigan"
108,87101,Terminator Genisys,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever. savingtheworld artificialintelligence cyborg killerrobot future timetravel dystopia sequel fiction duringcreditsstinger 3d ArnoldSchwarzenegger JasonClarke EmiliaClarke AlanTaylor"
4217,25428,I Love Your Work,"A fictional movie star, Gray Evans, goes through the disintegration of his marriage, his gradual mental breakdown, and his increasing obsession with a young film student who reminds Gray of his own life before becoming famous. A dark psychological drama, I Love Your Work explores the pressures of fame and the difference between getting what you want and wanting what you get. MarisaCoughlan JudyGreer ShalomHarlow AdamGoldberg"
4648,1424,November,"Sophie Jacobs is going through the most difficult time of her life. Now, she just has to find out if it's real. posttraumaticstressdisorder photographer lossoflover professor trauma hold-uprobbery november murder independentfilm polaroid CourteneyCox JamesLeGros MichaelEaly GregHarrison"
58,5174,Rush Hour 3,"After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother. ambassador ChrisTucker JackieChan HiroyukiSanada BrettRatner"
76,14869,G.I. Joe: The Rise of Cobra,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos. terrorist secret hostage technology warhead government president revenge murder attack explosion scientist lasers evil cobra DennisQuaid ChanningTatum MarlonWayans StephenSommers"
796,347969,The Ridiculous 6,"When his long-lost outlaw father returns, Tommy ""White Knife"" Stockburn goes on an adventure-filled journey across the Old West with his five brothers. wildwest AdamSandler TaylorLautner SteveBuscemi FrankCoraci"
368,76285,Percy Jackson: Sea of Monsters,"In their quest to confront the ultimate evil, Percy and his friends battle swarms of mythical creatures to find the mythical Golden Fleece and to stop an ancient evil from rising. poison hermes poseidon demigod goldenfleece olympus 3d kronos overthrowolympus basedonyoungadultnovel LoganLerman AlexandraDaddario DouglasSmith ThorFreudenthal"
4136,335866,Circle,Could you trust a jury of your peers with your life? The contestants of a mysterious death game must make harrowing decisions as they strategize for survival in this psychological sci-fi thriller. survival execution stranger nomemory JulieBenz CarterJenkins CesarGarcia AaronHann
785,9839,Beyond Borders,"Beyond Borders is an epic tale of the turbulent romance between two star-crossed lovers set against the backdrop of the world's most dangerous hot spots. Academy Award winner Angelina Jolie stars as Sarah Jordan, an American living in London in 1984. She is married to Henry Bauford son of a wealthy British industrialist, when she encounters Nick Callahan a renegade doctor, whose impassioned plea for help to support his relief efforts in war-torn Africa moves her deeply. As a result, Sarah embarks upon a journey of discovery that leads to danger, heartbreak and romance in the far corners of the world. londonengland cia landmine loveofone'slife cambodia ethiopia chechnya foreignaid AngelinaJolie CliveOwen TeriPolo MartinCampbell"
1873,1268,Mr. Bean's Holiday,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things. holiday france filmdirector chaos clumsyfellow todropbrick aftercreditsstinger RowanAtkinson MaxBaldry EmmadeCaunes SteveBendelack"
4452,84200,"For a Good Time, Call...","College ""frenemies"" Lauren and Katie move in together after losing a relationship and rent control, respectively. Sharing Katie's late grandmother's apartment in New York City, the girls bicker with each other until one fateful night, when Katie's noisy bedroom activities make Lauren barge in and discover a dirty little secret. This revelation brings them closer together, and Lauren (the brains) and Katie (the talent) concoct a wildly successful business venture. As profits swell, the girls reevaluate their hopes and dreams and realize that just because someone pees in your hair in college doesn't mean she won't be your best friend 10 years later. crudehumor bestfriend phonesex innuendo dirtyjoke AriGraynor LaurenMiller MarkWebber JamieTravis"
3455,20322,The Brothers,"This is the story of four African-American ""yuppies"" (a banker, a doctor, a lawyer, and a ""playboy"") who call themselves ""The Brothers"". When the playboy gets engaged, the other three friends find themselves having to come to terms with their own issues of commitment and honesty... independentfilm trackandfield gangsterrap MorrisChestnut D.L.Hughley BillBellamy GaryHardwick"
1904,22825,The Box,"Norma and Arthur Lewis, a suburban couple with a young child, receive a simple wooden box as a gift, which bears fatal and irrevocable consequences. A mysterious stranger delivers the message that the box promises to bestow upon its owner $1 million with the press of a button. However pressing this button will simultaneously cause the death of another human being somewhere in the world; someone they don't know. With just 24 hours to have the box in their possession, Norma and Arthur find themselves in the cross-hairs of a startling moral dilemma and must face the true nature of their humanity. experiment homicide key sacrifice research test decision police control stalker murder alien gift conspiracy money scientist violence button stranger box CameronDiaz JamesMarsden FrankLangella RichardKelly"
3296,13197,10th & Wolf,"A former street tough returns to his Philadelphia home after a stint in the military. Back on his home turf, he once again finds himself tangling with the mob boss who was instrumental in his going off to be a soldier. undercover mafia mobster crimefamily JamesMarsden BrianDennehy LeoRossi RobertMoresco"
4545,45649,Rubber,"In the California desert, the adventures of a telepathic killer-tire, mysteriously attracted by a very pretty girl, as witnessed by incredulous onlookers. explodingbuilding duringcreditsstinger ThomasF.Duffy DavidBowe StephenSpinella QuentinDupieux"
121,18360,Night at the Museum: Battle of the Smithsonian,"Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible. museum theodoreroosevelt duringcreditsstinger ameliaearhart smithsonian BenStiller AmyAdams OwenWilson ShawnLevy"
4076,657,From Russia with Love,"Agent 007 is back in the second installment of the James Bond series, this time battling a secret crime organization known as SPECTRE. Russians Rosa Klebb and Kronsteen are out to snatch a decoding device known as the Lektor, using the ravishing Tatiana to lure Bond into helping them. Bond willingly travels to meet Tatiana in Istanbul, where he must rely on his wits to escape with his life in a series of deadly encounters with the enemy venice londonengland terror england assassination spy assassin istanbul russia secretmission secretorganization secretintelligenceservice kgb orientexpress zagreb gondola phantom villain duringcreditsstinger SeanConnery DanielaBianchi PedroArmendáriz TerenceYoung"
3777,8141,You Kill Me,"While drying out on the West Coast, an alcoholic hit man befriends a tart-tongued woman who might just come in handy when it's time for him to return to Buffalo and settle some old scores. newyork sanfrancisco alcoholism serialkiller alcoholic BenKingsley TéaLeoni LukeWilson JohnDahl"
4529,14757,Osama,Teenage girl Osama cuts her hair and dresses like a boy to get a job and support her widowed mother and grandmother. When Osama is called by the Taliban to join school and military training she embarks on a terrifying and confusing journey as she tries to keep the Taliban from finding out her true identity. independentfilm MarinaGolbahari ArifHerati ZubaidaSahar SiddiqBarmak
910,9919,How to Lose a Guy in 10 Days,"An advice columnist, Andie Anderson (Kate Hudson), tries pushing the boundaries of what she can write about in her new piece about how to get a man to leave you in 10 days. Her editor, Lana (Bebe Neuwirth), loves it, and Andie goes off to find a man she can use for the experiment. Enter executive Ben Berry (Matthew McConaughey), who is so confident in his romantic prowess that he thinks he can make any woman fall in love with him in 10 days. When Andie and Ben meet, their plans backfire. newyork bet journalist therapist advertisingexpert relationship KateHudson MatthewMcConaughey KathrynHahn DonaldPetrie"
124,109445,Frozen,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means. queen musical princess betrayal snowman animation reindeer curse snow troll mountainclimber aftercreditsstinger womandirector 3d KristenBell IdinaMenzel JonathanGroff ChrisBuck"
1718,9398,Zoolander,"Clear the runway for Derek Zoolander, VH1's three-time male model of the year. His face falls when hippie-chic ""he's so hot right now"" Hansel scooters in to steal this year's award. The evil fashion guru Mugatu seizes the opportunity to turn Derek into a killing machine. Its a well-designed conspiracy and only with the help of Hansel and a few well-chosen accessories can Derek make the world safe. malemodel timemagazine fashionshow fashionmodel fictionalawardsshow lincolnassassination coalmine BenStiller OwenWilson ChristineTaylor BenStiller"
1257,12704,Ishtar,"Two terrible lounge singers get booked to play a gig in a Moroccan hotel but somehow become pawns in an international power play between the CIA, the Emir of Ishtar, and the rebels trying to overthrow his regime wilderness sahara beautifulwoman singer escape womandirector WarrenBeatty DustinHoffman IsabelleAdjani ElaineMay"
3210,13483,Awake,"While undergoing heart surgery, a man experiences a phenomenon called ‘anesthetic awareness’, which leaves him awake but paralyzed throughout the operation. As various obstacles present themselves, his wife must make life-altering decisions while wrestling with her own personal drama. HaydenChristensen JessicaAlba TerrenceHoward JobyHarold"
3246,37964,Brown Sugar,"Sidney is a writer who's just left her L.A. Times music review gig to edit New York hip-hop magazine XXL. Dre is an executive with a hip-hop record company based in New York. They've known each other since they met as children, when both discovered hip-hop for the first time. Now that they're back together, they should be perfect for each other, except that Dre's about to marry lawyer Reese and Sidney claims not to be interested in Dre romantically. Meanwhile, Dre is growing increasingly restless with his company's focus on profit over artistry, which leads to signing the gimmicky duo Ren and Ten while ignoring the talented Chris SanaaLathan TayeDiggs YasiinBey RickFamuyiwa"
3155,31174,Richard III,Shakespeare's Play transplanted into a 1930s setting. england shakespeare kidnapping murder king IanMcKellen AnnetteBening JimBroadbent RichardLoncraine
1178,187,Sin City,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care. dystopia basedoncomicbook heldcaptive basedongraphicnovel blackandwhiteandcolor blackandwhitescene blackandwhitetocolor mysteriouskiller doingtherightthing mercedes silhouette neo-noir JessicaAlba DevonAoki CliveOwen RobertRodriguez"
3236,11176,The Muppet Movie,"Kermit the Frog is persuaded by agent Dom DeLuise to pursue a career in Hollywood. Along the way, Kermit picks up Fozzie Bear, Miss Piggy, Gonzo, and a motley crew of other Muppets with similar aspirations. Meanwhile, Kermit must elude the grasp of a frog-leg restaurant magnate. chicken musical frog puppet fame hollywood gonzo muppet kermit fozziebear kermitthefrog floyd drteeth misspiggy studebaker moviestar aftercreditsstinger JimHenson FrankOz JerryNelson JamesFrawley"
3332,45650,The Hole,"After moving into a new neighbourhood, brothers Dane &amp; Lucas and their neighbour Julie discover a bottomless hole in the basement of their home. They find that once the hole is exposed, evil is unleashed. With strange shadows lurking around every corner and nightmares coming to life, they are forced to come face to face with their darkest fears to put an end to the mystery of THE HOLE. basement hole littlebrother ChrisMassoglia HaleyBennett NathanGamble JoeDante"
442,754,Face/Off,"An antiterrorism agent goes under the knife to acquire the likeness of a terrorist and gather details about a bombing plot. When the terrorist escapes custody, he undergoes surgery to look like the agent so he can get close to the agent's family. undercover mexicanstandoff biologicalweapon facetransplant rageandhate fistfight hostility revenge deception tragedy shootout hospital boatchase losangeles explosion extremeviolence fbiagent prisonescape criminalgang flashback goldengun archvillain bulletballet JohnTravolta NicolasCage JoanAllen JohnWoo"
